ano,semana,dia,tipo,salmo,antigo_testamento,novo_testamento
Ano B,Próprio 8,Ter,Semicontínua,"Salmo 18.1-6, 43-50",I Samuel 31.1-13,II Coríntios 9.1-5
Ano B,Próprio 8,Qua,Complementar,Salmo 88,II Reis 20.1-11,Marcos 9.14-29
Ano B,Próprio 8,Qua,Semicontínua,"Salmo 18.1-6, 43-50",I Crônicas 10.1-14,Marcos 9.14-29
Ano B,Próprio 9,Qui,Complementar,Salmo 123,Jeremias 7.1-15,I Coríntios 4.8-13
Ano B,Próprio 9,Qui,Semicontínua,Salmo 48,II Samuel 2.1-11,I Coríntios 4.8-13
Ano B,Próprio 9,Sex,Complementar,Salmo 123,Jeremias 7.16-26,II Coríntios 10.7-11
Ano B,Próprio 9,Sex,Semicontínua,Salmo 48,II Samuel 3.1-12,II Coríntios 10.7-11
Ano B,Próprio 9,Sab,Complementar,Salmo 123,Jeremias 7.27-34,Mateus 8.18-22
Ano B,Próprio 9,Sab,Semicontínua,Salmo 48,II Samuel 3.31-38,Mateus 8.18-22
Ano B,Próprio 9,Seg,Complementar,Salmo 119.81-88,Ezequiel 2.8-3.11,II Coríntios 11.16-33
Ano B,Próprio 9,Seg,Semicontínua,Salmo 21,II Samuel 5.1-10,II Coríntios 11.16-33
Ano B,Próprio 9,Ter,Complementar,Salmo 119.81-88,Jeremias 16.1-13,Tiago 5.7-12
Ano B,Próprio 9,Ter,Semicontínua,Salmo 21,II Samuel 5.11-16,Tiago 5.7-12
Ano B,Próprio 9,Qua,Complementar,Salmo 119.81-88,Jeremias 16.14-21,João 7.1-9
Ano B,Próprio 9,Qua,Semicontínua,Salmo 21,II Samuel 5.17-25,João 7.1-9
Ano B,Próprio 10,Qui,Complementar,Salmo 85.8-13,Amós 2.6-16,Colossenses 2.1-5
Ano B,Próprio 10,Qui,Semicontínua,Salmo 24,Êxodo 25.10-22,Colossenses 2.1-5
Ano B,Próprio 10,Sex,Complementar,Salmo 85.8-13,Amós 3.1-12,Colossenses 4.2-18
Ano B,Próprio 10,Sex,Semicontínua,Salmo 24,Êxodo 37.1-16,Colossenses 4.2-18
Ano B,Próprio 10,Sab,Complementar,Salmo 85.8-13,Amós 4.6-13,Números 10.11-36
Ano B,Próprio 10,Sab,Semicontínua,Salmo 24,Números 10.11-36,Lucas 1.57-80
Ano B,Próprio 10,Seg,Complementar,Salmo 142,Amós 5.1-9,Atos 21.27-39
Ano B,Próprio 10,Seg,Semicontínua,Salmo 68.24-35,II Samuel 6.6-12a,Atos 21.27-39
Ano B,Próprio 10,Ter,Complementar,Salmo 142,Amós 9.1-4,Atos 23.12-35
Ano B,Próprio 10,Ter,Semicontínua,Salmo 68.24-35,II Samuel 3.12-16,Atos 23.12-35
Ano B,Próprio 10,Qua,Complementar,Salmo 142,Amós 9.11-15,Lucas 7.31-35
Ano B,Próprio 10,Qua,Semicontínua,Salmo 68.24-35,II Samuel 6.16-23,Lucas 7.31-35
Ano B,Próprio 11,Qui,Complementar,Salmo 23,Jeremias 10.1-16,Colossenses 1.15-23
Ano B,Próprio 11,Qui,Semicontínua,Salmo 89.20-37,I Crônicas 11.15-19,Colossenses 1.15-23
Ano B,Próprio 11,Sex,Complementar,Salmo 23,Jeremias 10.17-25,Atos 17.16-31
Ano B,Próprio 11,Sex,Semicontínua,Salmo 89.20-37,I Crônicas 14.1-2,Atos 17.16-31
Ano B,Próprio 11,Sab,Complementar,Salmo 23,Jeremias 12.1-13,"I Crônicas 15.1-2, 16.4-13"
Ano B,Próprio 11,Sab,Semicontínua,Salmo 89.20-37,"I Crônicas 15.1-2, 16.4-13",Lucas 18.35-43
Ano B,Próprio 11,Seg,Complementar,Salmo 100,Jeremias 50.1-7,Hebreus 13.17-25
Ano B,Próprio 11,Seg,Semicontínua,Salmo 61,II Samuel 7.18-29,Hebreus 13.17-25
Ano B,Próprio 11,Ter,Complementar,Salmo 100,Zacarias 9.14-10.2,Atos 20.17-38
Ano B,Próprio 11,Ter,Semicontínua,Salmo 61,II Samuel 8.1-18,Atos 20.17-38
Ano B,Próprio 11,Qua,Complementar,Salmo 100,II Samuel 5.1-12,Lucas 15.1-7
Ano B,Próprio 11,Qua,Semicontínua,Salmo 61,II Samuel 9.1-13,Lucas 15.1-7
Ano B,Próprio 12,Qui,Complementar,Salmo 145.10-18,I Reis 19.19-21,Colossenses 1.9-14
Ano B,Próprio 12,Qui,Semicontínua,Salmo 14,II Samuel 10.1-5,Colossenses 1.9-14
Ano B,Próprio 12,Sex,Complementar,Salmo 145.10-18,II Reis 3.4-20,Colossenses 3.12-17
Ano B,Próprio 12,Sex,Semicontínua,Salmo 14,II Samuel 10.6-12,Colossenses 3.12-17
Ano B,Próprio 12,Sab,Complementar,Salmo 145.10-18,II Reis 4.38-41,João 4.31-38
Ano B,Próprio 12,Sab,Semicontínua,Salmo 14,II Samuel 10.13-19,João 4.31-38
Ano B,Próprio 12,Seg,Complementar,Salmo 111,Gênesis 18.1-15,Filipenses 4.10-20
Ano B,Próprio 12,Seg,Semicontínua,Salmo 37.12-22,II Samuel 11.14-21,Filipenses 4.10-20
Ano B,Próprio 12,Ter,Complementar,Salmo 111,Êxodo 24.1-11,Romanos 15.22-33
Ano B,Próprio 12,Ter,Semicontínua,Salmo 37.12-22,II Samuel 11.22-27,Romanos 15.22-33
Ano B,Próprio 12,Qua,Complementar,Salmo 111,Isaías 25.6-10a,Marcos 6.35-44
Ano B,Próprio 12,Qua,Semicontínua,Salmo 37.12-22,II Crônicas 9.29-31,Marcos 6.35-44
Ano B,Próprio 13,Qui,Complementar,Salmo 78.23-29,Êxodo 12.33-42,I Coríntios 11.17-22
Ano B,Próprio 13,Qui,Semicontínua,Salmo 51.1-12,Êxodo 32.19-26a,I Coríntios 11.17-22
Ano B,Próprio 13,Sex,Complementar,Salmo 78.23-29,Êxodo 12.43-13.2,I Coríntios 11.27-34
Ano B,Próprio 13,Sex,Semicontínua,Salmo 51.1-12,Josué 23.1-16,I Coríntios 11.27-34
Ano B,Próprio 13,Sab,Complementar,Salmo 78.23-29,Êxodo 13.3-10,Juízes 6.1-10
Ano B,Próprio 13,Sab,Semicontínua,Salmo 51.1-12,Juízes 6.1-10,Mateus 16.5-12
Ano B,Próprio 13,Seg,Complementar,"Salmo 107.1-3, 33-43","Números 11.16-23, 31-32",Efésios 4.17-24
Ano B,Próprio 13,Seg,Semicontínua,Salmo 50.16-23,II Samuel 12.15-25,Efésios 4.17-24
Ano B,Próprio 13,Ter,Complementar,"Salmo 107.1-3, 33-43",Deuteronômio 8.1-20,I Coríntios 12.27-31
Ano B,Próprio 13,Ter,Semicontínua,Salmo 50.16-23,II Samuel 13.1-19,I Coríntios 12.27-31
Ano B,Próprio 13,Qua,Complementar,"Salmo 107.1-3, 33-43",Isaías 55.1-9,Marcos 8.1-10
Ano B,Próprio 13,Qua,Semicontínua,Salmo 50.16-23,II Samuel 13.20-36,Marcos 8.1-10
Ano B,Próprio 14,Qui,Complementar,Salmo 34.1-8,I Samuel 28.20-25,Romanos 15.1-6
Ano B,Próprio 14,Qui,Semicontínua,Salmo 130,II Samuel 13.37-14.24,Romanos 15.1-6
Ano B,Próprio 14,Sex,Complementar,Salmo 34.1-8,II Samuel 17.15-29,Gálatas 6.1-10
Ano B,Próprio 14,Sex,Semicontínua,Salmo 130,II Samuel 14.25-33,Gálatas 6.1-10
Ano B,Próprio 14,Sab,Complementar,Salmo 34.1-8,I Reis 2.1-9,Mateus 7.7-11
Ano B,Próprio 14,Sab,Semicontínua,Salmo 130,II Samuel 15.1-13,Mateus 7.7-11
Ano B,Próprio 14,Seg,Complementar,Salmo 81,I Reis 17.1-16,Efésios 5.1-14
Ano B,Próprio 14,Seg,Semicontínua,Salmo 57,II Samuel 15.13-31,Efésios 5.1-14
Ano B,Próprio 14,Ter,Complementar,Salmo 81,Rute 2.1-23,II Pedro 3.14-18
Ano B,Próprio 14,Ter,Semicontínua,Salmo 57,II Samuel 18.19-33,II Pedro 3.14-18
Ano B,Próprio 14,Qua,Complementar,Salmo 81,Jeremias 31.1-6,João 6.35-40
Ano B,Próprio 14,Qua,Semicontínua,Salmo 57,II Samuel 19.1-18,João 6.35-40
Ano B,Próprio 15,Qui,Complementar,Salmo 34.9-14,Jó 11.1-20,Atos 6.8-15
Ano B,Próprio 15,Qui,Semicontínua,Salmo 111,I Reis 1.1-30,Atos 6.8-15
Ano B,Próprio 15,Sex,Complementar,Salmo 34.9-14,Jó 12.1-25,Romanos 16.17-20
Ano B,Próprio 15,Sex,Semicontínua,Salmo 111,I Reis 1.28-48,Romanos 16.17-20
Ano B,Próprio 15,Sab,Complementar,Salmo 34.9-14,Jó 13.1-19,João 4.7-26
Ano B,Próprio 15,Sab,Semicontínua,Salmo 111,I Reis 2.1-11,João 4.7-26
Ano B,Próprio 15,Seg,Complementar,Salmo 36,Gênesis 43.1-15,Atos 6.1-7
Ano B,Próprio 15,Seg,Semicontínua,Salmo 101,I Reis 3.16-28,Atos 6.1-7
Ano B,Próprio 15,Ter,Complementar,Salmo 36,Gênesis 45.1-15,Atos 7.9-16
Ano B,Próprio 15,Ter,Semicontínua,Salmo 101,I Reis 7.1-12,Atos 7.9-16
Ano B,Próprio 15,Qua,Complementar,Salmo 36,Gênesis 47.13-26,Marcos 8.14-21
Ano B,Próprio 15,Qua,Semicontínua,Salmo 101,I Reis 8.1-11,Marcos 8.14-21
Ano B,Próprio 16,Qui,Complementar,Salmo 34.15-22,Josué 22.1-9,I Tessalonicenses 5.1-11
Ano B,Próprio 16,Qui,Semicontínua,Salmo 84,I Reis 4.20-28,I Tessalonicenses 5.1-11
Ano B,Próprio 16,Sex,Complementar,Salmo 34.15-22,Josué 22.10-20,Romanos 13.11-14
Ano B,Próprio 16,Sex,Semicontínua,Salmo 84,I Reis 4.29-34,Romanos 13.11-14
Ano B,Próprio 16,Sab,Complementar,Salmo 34.15-22,Josué 22.21-34,Lucas 11.5-13
Ano B,Próprio 16,Sab,Semicontínua,Salmo 84,I Reis 5.1-12,Lucas 11.5-13
Ano B,Próprio 16,Seg,Complementar,Salmo 119.97-104,Neemias 9.1-15,Efésios 5.21-6.9
Ano B,Próprio 16,Seg,Semicontínua,Salmo 11,I Reis 5.13-18,Efésios 5.21-6.9
Ano B,Próprio 16,Ter,Complementar,Salmo 119.97-104,Neemias 9.16-31,Efésios 6.21-24
Ano B,Próprio 16,Ter,Semicontínua,Salmo 11,I Reis 6.1-14,Efésios 6.21-24
Ano B,Próprio 16,Qua,Complementar,Salmo 119.97-104,Isaías 33.10-16,João 15.16-25
Ano B,Próprio 16,Qua,Semicontínua,Salmo 11,I Reis 6.15-38,João 15.16-25
Ano B,Próprio 17,Qui,Complementar,Salmo 15,Êxodo 32.1-14,Tiago 1.1-8
Ano B,Próprio 17,Qui,Semicontínua,"Salmo 45.1-2, 6-9",Cântico dos Cânticos 1.1-17,Tiago 1.1-8
Ano B,Próprio 17,Sex,Complementar,Salmo 15,Êxodo 32.15-35,Tiago 1.9-16
Ano B,Próprio 17,Sex,Semicontínua,"Salmo 45.1-2, 6-9",Cântico dos Cânticos 2.1-7,Tiago 1.9-16
Ano B,Próprio 17,Sab,Complementar,Salmo 15,Êxodo 34.8-28,João 18.28-32
Ano B,Próprio 17,Sab,Semicontínua,"Salmo 45.1-2, 6-9",Oseias 3.1-5,João 18.28-32
Ano B,Próprio 17,Seg,Complementar,"Salmo 106.1-6, 13-23, 47-48",Deuteronômio 4.9-14,I Timóteo 4.6-16
Ano B,Próprio 17,Seg,Semicontínua,Salmo 144.9-15,Cântico dos Cânticos 3.6-11,I Timóteo 4.6-16
Ano B,Próprio 17,Ter,Complementar,"Salmo 106.1-6, 13-23, 47-48",Deuteronômio 4.15-20,I Pedro 2.19-25
Ano B,Próprio 17,Ter,Semicontínua,Salmo 144.9-15,Cântico dos Cânticos 5.2-6.3,I Pedro 2.19-25
Ano B,Próprio 17,Qua,Complementar,"Salmo 106.1-6, 13-23, 47-48",Deuteronômio 4.21-40,Marcos 7.9-23
Ano B,Próprio 17,Qua,Semicontínua,Salmo 144.9-15,Cântico dos Cânticos 8.5-7,Marcos 7.9-23
Ano B,Próprio 18,Qui,Complementar,Salmo 146,Isaías 30.27-33,Romanos 2.1-11
Ano B,Próprio 18,Qui,Semicontínua,Salmo 125,Provérbios 1.1-19,Romanos 2.1-11
Ano B,Próprio 18,Sex,Complementar,Salmo 146,Isaías 32.1-8,Romanos 2.12-16
Ano B,Próprio 18,Sex,Semicontínua,Salmo 125,Provérbios 4.10-27,Romanos 2.12-16
Ano B,Próprio 18,Sab,Complementar,Salmo 146,Isaías 33.1-9,Mateus 15.21-31
Ano B,Próprio 18,Sab,Semicontínua,Salmo 125,Provérbios 8.1-31,Mateus 15.21-31
Ano B,Próprio 18,Seg,Complementar,Isaías 38.10-20 (Cântico),Josué 6.1-21,Hebreus 11.29-12.2
Ano B,Próprio 18,Seg,Semicontínua,Salmo 73.1-20,Provérbios 8.32-9.6,Hebreus 11.29-12.2
Ano B,Próprio 18,Ter,Complementar,Isaías 38.10-20 (Cântico),Josué 8.1-23,Hebreus 12.3-13
Ano B,Próprio 18,Ter,Semicontínua,Salmo 73.1-20,Provérbios 11.1-31,Hebreus 12.3-13
Ano B,Próprio 18,Qua,Complementar,Isaías 38.10-20 (Cântico),Juízes 15.9-20,Mateus 17.14-21
Ano B,Próprio 18,Qua,Semicontínua,Salmo 73.1-20,Provérbios 14.1-9,Mateus 17.14-21
Ano B,Próprio 19,Qui,Complementar,Salmo 116.1-9,Josué 2.1-14,Hebreus 11.17-22
Ano B,Próprio 19,Qui,Semicontínua,Salmo 19,Provérbios 15.1-17,Hebreus 11.17-22
Ano B,Próprio 19,Sex,Complementar,Salmo 116.1-9,Josué 2.15-24,Tiago 2.17-26
Ano B,Próprio 19,Sex,Semicontínua,Salmo 19,Provérbios 19.24-29,Tiago 2.17-26
Ano B,Próprio 19,Sab,Complementar,Salmo 116.1-9,Josué 6.22-27,Mateus 21.23-32
Ano B,Próprio 19,Sab,Semicontínua,Salmo 19,Provérbios 21.1-17,Mateus 21.23-32
Ano B,Próprio 19,Seg,Complementar,Salmo 119.169-176,I Reis 13.1-10,Romanos 3.9-20
Ano B,Próprio 19,Seg,Semicontínua,Salmo 73.21-28,Provérbios 22.1-21,Romanos 3.9-20
Ano B,Próprio 19,Ter,Complementar,Salmo 119.169-176,I Reis 13.11-25,Colossenses 3.1-11
Ano B,Próprio 19,Ter,Semicontínua,Salmo 73.21-28,Provérbios 25.1-28,Colossenses 3.1-11
Ano B,Próprio 19,Qua,Complementar,Salmo 119.169-176,Isaías 10.12-20,João 7.25-36
Ano B,Próprio 19,Qua,Semicontínua,Salmo 73.21-28,Provérbios 29.1-27,João 7.25-36
Ano B,Próprio 20,Qui,Complementar,Salmo 54,Juízes 6.1-10,I Coríntios 2.1-5
Ano B,Próprio 20,Qui,Semicontínua,Salmo 1,Provérbios 30.1-10,I Coríntios 2.1-5
Ano B,Próprio 20,Sex,Complementar,Salmo 54,I Reis 22.24-40,Romanos 11.25-32
Ano B,Próprio 20,Sex,Semicontínua,Salmo 1,Provérbios 30.18-33,Romanos 11.25-32
Ano B,Próprio 20,Sab,Complementar,Salmo 54,II Reis 17.5-18,Mateus 23.29-39
Ano B,Próprio 20,Sab,Semicontínua,Salmo 1,Eclesiastes 1.1-18,Mateus 23.29-39
Ano B,Próprio 20,Seg,Complementar,Salmo 139.1-18,II Reis 5.1-14,Tiago 4.8-17
Ano B,Próprio 20,Seg,Semicontínua,Salmo 128,Provérbios 27.1-27,Tiago 4.8-17
Ano B,Próprio 20,Ter,Complementar,Salmo 139.1-18,II Reis 11.21-12.16,Tiago 5.1-6
Ano B,Próprio 20,Ter,Semicontínua,Salmo 128,Eclesiastes 4.9-16,Tiago 5.1-6
Ano B,Próprio 20,Qua,Complementar,Salmo 139.1-18,Jeremias 1.4-10,João 8.21-38
Ano B,Próprio 20,Qua,Semicontínua,Salmo 128,Eclesiastes 5.1-20,João 8.21-38
Ano B,Próprio 21,Qui,Complementar,Salmo 19.7-14,Êxodo 18.13-27,Atos 4.13-31
Ano B,Próprio 21,Qui,Semicontínua,Salmo 124,Ester 1.1-21,Atos 4.13-31
Ano B,Próprio 21,Sex,Complementar,Salmo 19.7-14,Deuteronômio 1.1-18,Atos 12.20-25
Ano B,Próprio 21,Sex,Semicontínua,Salmo 124,Ester 2.1-23,Atos 12.20-25
Ano B,Próprio 21,Sab,Complementar,Salmo 19.7-14,Deuteronômio 27.1-10,Mateus 5.13-20
Ano B,Próprio 21,Sab,Semicontínua,Salmo 124,Ester 3.1-15,Mateus 5.13-20
Ano B,Próprio 21,Seg,Complementar,Salmo 5,Zacarias 6.9-15,I Pedro 1.3-9
Ano B,Próprio 21,Seg,Semicontínua,Salmo 140,Ester 4.1-17,I Pedro 1.3-9
Ano B,Próprio 21,Ter,Complementar,Salmo 5,Zacarias 8.18-23,I João 2.18-25
Ano B,Próprio 21,Ter,Semicontínua,Salmo 140,Ester 5.1-14,I João 2.18-25
Ano B,Próprio 21,Qua,Complementar,Salmo 5,Zacarias 10.1-12,Mateus 18.6-9
Ano B,Próprio 21,Qua,Semicontínua,Salmo 140,Ester 8.1-17,Mateus 18.6-9
Ano B,Próprio 22,Qui,Complementar,Salmo 8,Gênesis 20.1-18,Gálatas 3.23-29
Ano B,Próprio 22,Qui,Semicontínua,Salmo 26,Jó 2.11-3.26,Gálatas 3.23-29
Ano B,Próprio 22,Sex,Complementar,Salmo 8,Gênesis 21.22-34,Romanos 8.1-11
Ano B,Próprio 22,Sex,Semicontínua,Salmo 26,Jó 4.1-21,Romanos 8.1-11
Ano B,Próprio 22,Sab,Complementar,Salmo 8,Gênesis 23.1-20,Lucas 16.14-18
Ano B,Próprio 22,Sab,Semicontínua,Salmo 26,Jó 7.1-21,Lucas 16.14-18
Ano B,Próprio 22,Seg,Complementar,Salmo 112,Deuteronômio 22.13-30,I Coríntios 7.1-9
Ano B,Próprio 22,Seg,Semicontínua,Salmo 55.1-15,Jó 8.1-22,I Coríntios 7.1-9
Ano B,Próprio 22,Ter,Complementar,Salmo 112,Deuteronômio 24.1-5,I Coríntios 7.10-16
Ano B,Próprio 22,Ter,Semicontínua,Salmo 55.1-15,Jó 11.1-20,I Coríntios 7.10-16
Ano B,Próprio 22,Qua,Complementar,Salmo 112,Jeremias 3.6-14,Mateus 5.27-36
Ano B,Próprio 22,Qua,Semicontínua,Salmo 55.1-15,Jó 15.1-35,Mateus 5.27-36
Ano B,Próprio 23,Qui,Complementar,Salmo 90.12-17,Deuteronômio 5.1-21,Hebreus 3.7-19
Ano B,Próprio 23,Qui,Semicontínua,Salmo 22.1-15,Jó 17.1-16,Hebreus 3.7-19
Ano B,Próprio 23,Sex,Complementar,Salmo 90.12-17,Deuteronômio 5.22-33,Hebreus 4.1-11
Ano B,Próprio 23,Sex,Semicontínua,Salmo 22.1-15,Jó 18.1-21,Hebreus 4.1-11
Ano B,Próprio 23,Sab,Complementar,Salmo 90.12-17,Amós 3.13-4.5,Mateus 15.1-9
Ano B,Próprio 23,Sab,Semicontínua,Salmo 22.1-15,Jó 20.1-29,Mateus 15.1-9
Ano B,Próprio 23,Seg,Complementar,Salmo 26,Obadias 1-9,Apocalipse 7.9-17
Ano B,Próprio 23,Seg,Semicontínua,Salmo 39,Jó 26.1-14,Apocalipse 7.9-17
Ano B,Próprio 23,Ter,Complementar,Salmo 26,Obadias 10-16,Apocalipse 8.1-5
Ano B,Próprio 23,Ter,Semicontínua,Salmo 39,Jó 28.12-29.10,Apocalipse 8.1-5
Ano B,Próprio 23,Qua,Complementar,Salmo 26,Obadias 17-21,Lucas 16.19-31
Ano B,Próprio 23,Qua,Semicontínua,Salmo 39,Jó 32.1-22,Lucas 16.19-31
Ano B,Próprio 24,Qui,Complementar,Salmo 91.9-16,Gênesis 14.17-24,Romanos 15.7-13
Ano B,Próprio 24,Qui,Semicontínua,"Salmo 104.1-9, 24, 35b",Jó 36.1-16,Romanos 15.7-13
Ano B,Próprio 24,Sex,Complementar,Salmo 91.9-16,Isaías 47.1-9,Apocalipse 17.1-18
Ano B,Próprio 24,Sex,Semicontínua,"Salmo 104.1-9, 24, 35b",Jó 37.1-24,Apocalipse 17.1-18
Ano B,Próprio 24,Sab,Complementar,Salmo 91.9-16,Isaías 47.10-15,Lucas 22.24-30
Ano B,Próprio 24,Sab,Semicontínua,"Salmo 104.1-9, 24, 35b",Jó 39.1-30,Lucas 22.24-30
Ano B,Próprio 24,Seg,Complementar,Salmo 37.23-40,I Samuel 8.1-18,Hebreus 6.1-12
Ano B,Próprio 24,Seg,Semicontínua,Salmo 75,Jó 40.1-24,Hebreus 6.1-12
Ano B,Próprio 24,Ter,Complementar,Salmo 37.23-40,I Samuel 10.17-25,Hebreus 6.13-20
Ano B,Próprio 24,Ter,Semicontínua,Salmo 75,Jó 41.1-11,Hebreus 6.13-20
Ano B,Próprio 24,Qua,Complementar,Salmo 37.23-40,I Samuel 12.1-25,João 13.1-17
Ano B,Próprio 24,Qua,Semicontínua,Salmo 75,Jó 41.12-34,João 13.1-17
Ano B,Próprio 25,Qui,Complementar,Salmo 126,Jeremias 23.9-15,Hebreus 7.1-10
Ano B,Próprio 25,Qui,Semicontínua,"Salmo 34.1-8, 19-22",II Reis 20.12-19,Hebreus 7.1-10
Ano B,Próprio 25,Sex,Complementar,Salmo 126,Jeremias 26.12-24,Hebreus 7.11-22
Ano B,Próprio 25,Sex,Semicontínua,"Salmo 34.1-8, 19-22",Neemias 1.1-11,Hebreus 7.11-22
Ano B,Próprio 25,Sab,Complementar,Salmo 126,Jeremias 29.24-32,Marcos 8.22-26
Ano B,Próprio 25,Sab,Semicontínua,"Salmo 34.1-8, 19-22",Jó 42.7-9,Marcos 8.22-26
Ano B,Próprio 25,Seg,Complementar,Salmo 119.17-24,Êxodo 4.1-17,I Pedro 2.1-10
Ano B,Próprio 25,Seg,Semicontínua,Salmo 28,Isaías 59.9-19,I Pedro 2.1-10
Ano B,Próprio 25,Ter,Complementar,Salmo 119.17-24,II Reis 6.8-23,Atos 9.32-35
Ano B,Próprio 25,Ter,Semicontínua,Salmo 28,Ezequiel 18.1-32,Atos 9.32-35
Ano B,Próprio 25,Qua,Complementar,Salmo 119.17-24,Jeremias 33.1-11,Mateus 20.29-34
Ano B,Próprio 25,Qua,Semicontínua,Salmo 28,Ezequiel 14.12-23,Mateus 20.29-34
Ano B,Próprio 26,Qui,Complementar,Salmo 119.1-8,Êxodo 22.1-15,Hebreus 9.1-12
Ano B,Próprio 26,Qui,Semicontínua,Salmo 146,Rute 1.18-22,Hebreus 9.1-12
Ano B,Próprio 26,Sex,Complementar,Salmo 119.1-8,Levítico 19.32-37,Romanos 3.21-31
Ano B,Próprio 26,Sex,Semicontínua,Salmo 146,Rute 2.1-9,Romanos 3.21-31
Ano B,Próprio 26,Sab,Complementar,Salmo 119.1-8,Números 9.9-14,Lucas 10.25-37
Ano B,Próprio 26,Sab,Semicontínua,Salmo 146,Rute 2.10-14,Lucas 10.25-37
Ano B,Próprio 26,Seg,Complementar,Salmo 51,Deuteronômio 6.10-25,"Romanos 12.17-21; 13.8-10"
Ano B,Próprio 26,Seg,Semicontínua,Salmo 18.20-30,Rute 2.15-23,"Romanos 12.17-21; 13.8-10"
Ano B,Próprio 26,Ter,Complementar,Salmo 51,Deuteronômio 28.58-29.1,Atos 7.17-29
Ano B,Próprio 26,Ter,Semicontínua,Salmo 18.20-30,Rute 3.1-7,Atos 7.17-29
Ano B,Próprio 26,Qua,Complementar,Salmo 51,Miqueias 6.1-8,João 13.31-35
Ano B,Próprio 26,Qua,Semicontínua,Salmo 18.20-30,Rute 3.8-18,João 13.31-35
Ano B,Próprio 27,Qui,Complementar,Salmo 146,Números 36.1-13,Romanos 5.6-11
Ano B,Próprio 27,Qui,Semicontínua,Salmo 127,Rute 4.1-10,Romanos 5.6-11
Ano B,Próprio 27,Sex,Complementar,Salmo 146,Deuteronômio 15.1-11,Hebreus 9.15-24
Ano B,Próprio 27,Sex,Semicontínua,Salmo 127,Rute 4.11-17,Hebreus 9.15-24
Ano B,Próprio 27,Sab,Complementar,Salmo 146,Deuteronômio 24.17-22,"Marcos 11.12-14, 20-24"
Ano B,Próprio 27,Sab,Semicontínua,Salmo 127,Rute 4.18-22,"Marcos 11.12-14, 20-24"
Ano B,Próprio 27,Seg,Complementar,Salmo 94,Rute 1.1-22,I Timóteo 5.1-8
Ano B,Próprio 27,Seg,Semicontínua,Salmo 113,Gênesis 24.1-10,I Timóteo 5.1-8
Ano B,Próprio 27,Ter,Complementar,Salmo 94,Rute 3.14-4.6,I Timóteo 5.9-16
Ano B,Próprio 27,Ter,Semicontínua,Salmo 113,Gênesis 24.11-27,I Timóteo 5.9-16
Ano B,Próprio 27,Qua,Complementar,Salmo 94,Rute 4.7-22,Lucas 4.16-30
Ano B,Próprio 27,Qua,Semicontínua,Salmo 113,Gênesis 24.28-42,Lucas 4.16-30
Ano B,Próprio 28,Qui,Complementar,Salmo 16,Daniel 4.4-18,I Timóteo 6.11-21
Ano B,Próprio 28,Qui,Semicontínua,I Samuel 2.1-10 (Cântico),I Samuel 1.21-28,I Timóteo 6.11-21
Ano B,Próprio 28,Sex,Complementar,Salmo 16,Daniel 4.19-27,Colossenses 2.6-15
Ano B,Próprio 28,Sex,Semicontínua,I Samuel 2.1-10 (Cântico),I Samuel 2.18-21,Colossenses 2.6-15
Ano B,Próprio 28,Sab,Complementar,Salmo 16,Daniel 4.28-37,Marcos 12.1-12
Ano B,Próprio 28,Sab,Semicontínua,I Samuel 2.1-10 (Cântico),I Samuel 3.1-18,Marcos 12.1-12
Ano B,Próprio 28,Seg,Complementar,Salmo 13,Daniel 8.1-14,Hebreus 10.26-31
Ano B,Próprio 28,Seg,Semicontínua,Salmo 3,I Samuel 3.19-4.2,Hebreus 10.26-31
Ano B,Próprio 28,Ter,Complementar,Salmo 13,Daniel 8.15-27,Hebreus 10.32-39
Ano B,Próprio 28,Ter,Semicontínua,Salmo 3,Deuteronômio 26.5-10,Hebreus 10.32-39
Ano B,Próprio 28,Qua,Complementar,Salmo 13,Zacarias 12.1-13.1,Marcos 13.9-23
Ano B,Próprio 28,Qua,Semicontínua,Salmo 3,I Reis 8.22-30,Marcos 13.9-23
Ano B,Próprio 29,Qui,Complementar,Salmo 93,Ezequiel 28.1-10,Atos 7.54-8.1a
Ano B,Próprio 29,Qui,Semicontínua,"Salmo 132.1-12, 13-18",II Reis 22.1-10,Atos 7.54-8.1a
Ano B,Próprio 29,Sex,Complementar,Salmo 93,Ezequiel 28.20-26,I Coríntios 15.20-28
Ano B,Próprio 29,Sex,Semicontínua,"Salmo 132.1-12, 13-18",II Reis 22.11-20,I Coríntios 15.20-28
Ano B,Próprio 29,Sab,Complementar,Salmo 93,"Daniel 7.1-8, 15-18",João 3.31-36
Ano B,Próprio 29,Sab,Semicontínua,"Salmo 132.1-12, 13-18",II Reis 23.1-14,João 3.31-36
Ano B,Próprio 29,Seg,Complementar,Salmo 76,Daniel 7.19-27,Apocalipse 11.1-14
Ano B,Próprio 29,Seg,Semicontínua,Salmo 63,II Reis 23.15-25,Apocalipse 11.1-14
Ano B,Próprio 29,Ter,Complementar,Salmo 76,Ezequiel 29.1-12,Apocalipse 11.15-19
Ano B,Próprio 29,Ter,Semicontínua,Salmo 63,I Samuel 17.55-18.5,Apocalipse 11.15-19
Ano B,Próprio 29,Qua,Complementar,Salmo 76,Ezequiel 30.20-26,João 16.25-33
Ano B,Próprio 29,Qua,Semicontínua,Salmo 63,II Samuel 2.1-7,João 16.25-33
